row ID,pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,cabinCategory,embarked,boat,body,home.dest
Row432,2,yes,"Harris, Mr. George",male,62,0,0,S.W./PP 752,10.5,,,S,15,,London
Row433,2,no,"Harris, Mr. Walter",male,30,0,0,W/C 14208,10.5,,,S,,,"Walthamstow, England"
Row434,2,yes,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,26.25,,,S,14,,"Ilford, Essex / Winnipeg, MB"
Row435,2,no,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,,S,,,"Ilford, Essex / Winnipeg, MB"
Row436,2,yes,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,,,S,14,,"Ilford, Essex / Winnipeg, MB"
Row437,2,yes,"Herman, Miss. Alice",female,24,1,2,220845,65,,,S,9,,"Somerset / Bernardsville, NJ"
Row438,2,yes,"Herman, Miss. Kate",female,24,1,2,220845,65,,,S,9,,"Somerset / Bernardsville, NJ"
Row439,2,no,"Herman, Mr. Samuel",male,49,1,2,220845,65,,,S,,,"Somerset / Bernardsville, NJ"
Row440,2,yes,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,,,S,9,,"Somerset / Bernardsville, NJ"
Row441,2,yes,"Hewlett, Mrs. (Mary D Kingcome) ",female,55,0,0,248706,16,,,S,13,,"India / Rapid City, SD"
Row442,2,no,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,,,S,,,"West Hampstead, London / Neepawa, MB"
Row443,2,no,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,,,S,,256,"West Hampstead, London / Neepawa, MB"
Row444,2,no,"Hickman, Mr. Stanley George",male,21,2,0,S.O.C. 14879,73.5,,,S,,,"West Hampstead, London / Neepawa, MB"
Row445,2,no,"Hiltunen, Miss. Marta",female,18,1,1,250650,13,,,S,,,"Kontiolahti, Finland / Detroit, MI"
Row446,2,yes,"Hocking, Miss. Ellen Nellie",female,20,2,1,29105,23,,,S,4,,"Cornwall / Akron, OH"
Row447,2,no,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,,,S,,,"Cornwall / Akron, OH"
Row448,2,no,"Hocking, Mr. Samuel James Metcalfe",male,36,0,0,242963,13,,,S,,,"Devonport, England"
Row449,2,yes,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,,,S,4,,"Cornwall / Akron, OH"
Row450,2,no,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,,S,,149,Southampton
Row451,2,no,"Hold, Mr. Stephen",male,44,1,0,26707,26,,,S,,,"England / Sacramento, CA"
Row452,2,yes,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29,1,0,26707,26,,,S,10,,"England / Sacramento, CA"
Row453,2,no,"Hood, Mr. Ambrose Jr",male,21,0,0,S.O.C. 14879,73.5,,,S,,,"New Forest, England"
Row454,2,yes,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,,,S,10,,"Tokyo, Japan"
Row455,2,no,"Howard, Mr. Benjamin",male,63,1,0,24065,26,,,S,,,"Swindon, England"
Row456,2,no,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60,1,0,24065,26,,,S,,,"Swindon, England"
Row457,2,no,"Hunt, Mr. George Henry",male,33,0,0,SCO/W 1585,12.275,,,S,,,"Philadelphia, PA"
Row458,2,yes,"Ilett, Miss. Bertha",female,17,0,0,SO/C 14885,10.5,,,S,,,Guernsey
Row459,2,no,"Jacobsohn, Mr. Sidney Samuel",male,42,1,0,243847,27,,,S,,,London
Row460,2,yes,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,27,,,S,12,,London
Row461,2,no,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15,,,S,,,"North Evington, England"
Row462,2,no,"Jefferys, Mr. Clifford Thomas",male,24,2,0,C.A. 31029,31.5,,,S,,,"Guernsey / Elizabeth, NJ"
Row463,2,no,"Jefferys, Mr. Ernest Wilfred",male,22,2,0,C.A. 31029,31.5,,,S,,,"Guernsey / Elizabeth, NJ"
Row464,2,no,"Jenkin, Mr. Stephen Curnow",male,32,0,0,C.A. 33111,10.5,,,S,,,"St Ives, Cornwall / Houghton, MI"
Row465,2,yes,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,D,C,11,,"New York, NY"
Row466,2,no,"Kantor, Mr. Sinai",male,34,1,0,244367,26,,,S,,283,"Moscow / Bronx, NY"
Row467,2,yes,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,,,S,12,,"Moscow / Bronx, NY"
Row468,2,no,"Karnes, Mrs. J Frank (Claire Bennett)",female,22,0,0,F.C.C. 13534,21,,,S,,,"India / Pittsburgh, PA"
Row469,2,yes,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,E,Q,10,,"Harrisburg, PA"
Row470,2,no,"Keane, Mr. Daniel",male,35,0,0,233734,12.35,,,Q,,,
Row471,2,yes,"Kelly, Mrs. Florence Fannie",female,45,0,0,223596,13.5,,,S,9,,"London / New York, NY"
Row472,2,no,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,,,Q,,,"Glasgow / Bangor, ME"
Row473,2,no,"Knight, Mr. Robert J",male,,0,0,239855,0,,,S,,,Belfast
Row474,2,no,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,,,S,,165,"Sweden / Arlington, NJ"
Row475,2,no,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,,,S,,,"Minneapolis, MN"
Row476,2,no,"Lahtinen, Rev. William",male,30,1,1,250651,26,,,S,,,"Minneapolis, MN"
Row477,2,no,"Lamb, Mr. John Joseph",male,,0,0,240261,10.7083,,,Q,,,
Row478,2,yes,"Laroche, Miss. Louise",female,1,1,2,SC/Paris 2123,41.5792,,,C,14,,Paris / Haiti
Row479,2,yes,"Laroche, Miss. Simonne Marie Anne Andree",female,3,1,2,SC/Paris 2123,41.5792,,,C,14,,Paris / Haiti
Row480,2,no,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,,C,,,Paris / Haiti
Row481,2,yes,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,41.5792,,,C,14,,Paris / Haiti
Row482,2,yes,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,,,C,12,,"Berne, Switzerland / Central City, IA"
Row483,2,yes,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33,,,S,11,,"London / Chicago, IL"
Row484,2,yes,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,F,S,14,,"Chicago, IL"
Row485,2,no,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,D,D,C,,,"Montreal, PQ"
Row486,2,no,"Leyson, Mr. Robert William Norman",male,24,0,0,C.A. 29566,10.5,,,S,,108,
Row487,2,no,"Lingane, Mr. John",male,61,0,0,235509,12.35,,,Q,,,
Row488,2,no,"Louch, Mr. Charles Alexander",male,50,1,0,SC/AH 3085,26,,,S,,121,"Weston-Super-Mare, Somerset"
Row489,2,yes,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,,,S,,,"Weston-Super-Mare, Somerset"
Row490,2,no,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,E,S,,52,"Southampton / New York, NY"
Row491,2,no,"Malachard, Mr. Noel",male,,0,0,237735,15.0458,D,D,C,,,Paris
Row492,2,yes,"Mallet, Master. Andre",male,1,0,2,S.C./PARIS 2079,37.0042,,,C,10,,"Paris / Montreal, PQ"
Row493,2,no,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,37.0042,,,C,,,"Paris / Montreal, PQ"
Row494,2,yes,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24,1,1,S.C./PARIS 2079,37.0042,,,C,10,,"Paris / Montreal, PQ"
Row495,2,no,"Mangiavacchi, Mr. Serafino Emilio",male,,0,0,SC/A.3 2861,15.5792,,,C,,,"New York, NY"
Row496,2,no,"Matthews, Mr. William John",male,30,0,0,28228,13,,,S,,,"St Austall, Cornwall"
Row497,2,no,"Maybery, Mr. Frank Hubert",male,40,0,0,239059,16,,,S,,,"Weston-Super-Mare / Moose Jaw, SK"
Row498,2,no,"McCrae, Mr. Arthur Gordon",male,32,0,0,237216,13.5,,,S,,209,"Sydney, Australia"
Row499,2,no,"McCrie, Mr. James Matthew",male,30,0,0,233478,13,,,S,,,"Sarnia, ON"
Row500,2,no,"McKane, Mr. Peter David",male,46,0,0,28403,26,,,S,,,"Rochester, NY"
Row501,2,yes,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,,,S,14,,"England / Bennington, VT"
Row502,2,yes,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,250644,19.5,,,S,14,,"England / Bennington, VT"
Row503,2,yes,"Mellors, Mr. William John",male,19,0,0,SW/PP 751,10.5,,,S,B,,"Chelsea, London"
Row504,2,no,"Meyer, Mr. August",male,39,0,0,248723,13,,,S,,,"Harrow-on-the-Hill, Middlesex"
Row505,2,no,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,,,S,,271,"Copenhagen, Denmark"
Row506,2,no,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,,S,,,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
Row507,2,no,"Montvila, Rev. Juozas",male,27,0,0,211536,13,,,S,,,"Worcester, MA"
Row508,2,no,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,,,S,,,"Frankfort, KY"
Row509,2,no,"Morley, Mr. Henry Samuel (Mr Henry Marshall)",male,39,0,0,250655,26,,,S,,,
Row510,2,no,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,10.5,,,S,,,"Halesworth, England"
Row511,2,no,"Myles, Mr. Thomas Francis",male,62,0,0,240276,9.6875,,,Q,,,"Cambridge, MA"
Row512,2,no,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,,,C,,43,"New York, NY"
Row513,2,yes,"Nasser, Mrs. Nicholas (Adele Achem)",female,14,1,0,237736,30.0708,,,C,,,"New York, NY"
Row514,2,yes,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,F,S,D,,"Nice, France"
Row515,2,yes,"Navratil, Master. Michel M",male,3,1,1,230080,26,F2,F,S,D,,"Nice, France"
Row516,2,no,"Navratil, Mr. Michel (Louis M Hoffman)",male,36.5,0,2,230080,26,F2,F,S,,15,"Nice, France"
Row517,2,no,"Nesson, Mr. Israel",male,26,0,0,244368,13,F2,F,S,,,"Boston, MA"
Row518,2,no,"Nicholls, Mr. Joseph Charles",male,19,1,1,C.A. 33112,36.75,,,S,,101,"Cornwall / Hancock, MI"
Row519,2,no,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,,,S,,287,Glasgow
Row520,2,yes,"Nourney, Mr. Alfred (Baron von Drachstedt)",male,20,0,0,SC/PARIS 2166,13.8625,D38,D,C,7,,"Cologne, Germany"
Row521,2,yes,"Nye, Mrs. (Elizabeth Ramell)",female,29,0,0,C.A. 29395,10.5,F33,F,S,11,,"Folkstone, Kent / New York, NY"
Row522,2,no,"Otter, Mr. Richard",male,39,0,0,28213,13,,,S,,,"Middleburg Heights, OH"
Row523,2,yes,"Oxenham, Mr. Percy Thomas",male,22,0,0,W./C. 14260,10.5,,,S,13,,"Pondersend, England / New Durham, NJ"
Row524,2,yes,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,,C,9,,"Spain / Havana, Cuba"
Row525,2,no,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,,,S,,,"Hamilton, ON"
Row526,2,yes,"Pallas y Castello, Mr. Emilio",male,29,0,0,SC/PARIS 2147,13.8583,,,C,9,,"Spain / Havana, Cuba"
Row527,2,no,"Parker, Mr. Clifford Richard",male,28,0,0,SC 14888,10.5,,,S,,,"St Andrews, Guernsey"
Row528,2,no,"Parkes, Mr. Francis Frank",male,,0,0,239853,0,,,S,,,Belfast
Row529,2,yes,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,230433,26,,,S,12,,"Woodford County, KY"
Row530,2,no,"Pengelly, Mr. Frederick William",male,19,0,0,28665,10.5,,,S,,,"Gunnislake, England / Butte, MT"
Row531,2,no,"Pernot, Mr. Rene",male,,0,0,SC/PARIS 2131,15.05,,,C,,,
Row532,2,no,"Peruschitz, Rev. Joseph Maria",male,41,0,0,237393,13,,,S,,,
Row533,2,yes,"Phillips, Miss. Alice Frances Louisa",female,21,0,1,S.O./P.P. 2,21,,,S,12,,"Ilfracombe, Devon"
Row534,2,yes,"Phillips, Miss. Kate Florence (Mrs Kate Louise Phillips Marshall)",female,19,0,0,250655,26,,,S,11,,"Worcester, England"
Row535,2,no,"Phillips, Mr. Escott Robert",male,43,0,1,S.O./P.P. 2,21,,,S,,,"Ilfracombe, Devon"
Row536,2,yes,"Pinsky, Mrs. (Rosa)",female,32,0,0,234604,13,,,S,9,,Russia
Row537,2,no,"Ponesell, Mr. Martin",male,34,0,0,250647,13,,,S,,,"Denmark / New York, NY"
Row538,2,yes,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,0,0,C.A. 34644,12.7375,,,C,14,,"Milford, NH"
Row539,2,no,"Pulbaum, Mr. Franz",male,27,0,0,SC/PARIS 2168,15.0333,,,C,,,Paris
Row540,2,yes,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,,,S,11,,"Plymouth, Devon / Detroit, MI"
Row541,2,yes,"Quick, Miss. Winifred Vera",female,8,1,1,26360,26,,,S,11,,"Plymouth, Devon / Detroit, MI"
Row542,2,yes,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,,,S,11,,"Plymouth, Devon / Detroit, MI"
Row543,2,no,"Reeves, Mr. David",male,36,0,0,C.A. 17248,10.5,,,S,,,"Brighton, Sussex"
Row544,2,no,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,,,S,12,,"Elizabeth, NJ"
Row545,2,yes,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,,,S,,,"Elizabeth, NJ"
Row546,2,yes,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,,,S,9,,Spain
Row547,2,no,"Richard, Mr. Emile",male,23,0,0,SC/PARIS 2133,15.0458,,,C,,,"Paris / Montreal, PQ"
Row548,2,yes,"Richards, Master. George Sibley",male,0.8333,1,1,29106,18.75,,,S,4,,"Cornwall / Akron, OH"
Row549,2,yes,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,,,S,4,,"Cornwall / Akron, OH"
Row550,2,yes,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,,,S,4,,"Cornwall / Akron, OH"
Row551,2,yes,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,,,S,13,,"London, England / Marietta, Ohio and Milwaukee, WI"
Row552,2,no,"Rogers, Mr. Reginald Harry",male,19,0,0,28004,10.5,,,S,,,
Row553,2,yes,"Rugg, Miss. Emily",female,21,0,0,C.A. 31026,10.5,,,S,12,,"Guernsey / Wilmington, DE"
Row554,2,no,"Schmidt, Mr. August",male,26,0,0,248659,13,,,S,,,"Newark, NJ"
Row555,2,no,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,,,S,,,Liverpool
Row556,2,no,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,,,S,,,"Hornsey, England"
Row557,2,yes,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26,,,S,12,,"Deer Lodge, MT"
Row558,2,yes,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,,,S,16,,"Finland / Minneapolis, MN"
Row559,2,yes,"Sincock, Miss. Maude",female,20,0,0,C.A. 33112,36.75,,,S,11,,"Cornwall / Hancock, MI"
Row560,2,yes,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,,,S,10,,"Finland / Washington, DC"
Row561,2,no,"Sjostedt, Mr. Ernst Adolf",male,59,0,0,237442,13.5,,,S,,,"Sault St Marie, ON"
Row562,2,yes,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,,,Q,13,,"Halifax, NS"
Row563,2,no,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,,,S,,,Cornwall
Row564,2,yes,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,,,S,9,,
Row565,2,no,"Sobey, Mr. Samuel James Hayden",male,25,0,0,C.A. 29178,13,,,S,,,"Cornwall / Houghton, MI"
Row566,2,no,"Stanton, Mr. Samuel Ward",male,41,0,0,237734,15.0458,,,C,,,"New York, NY"
Row567,2,no,"Stokes, Mr. Philip Joseph",male,25,0,0,F.C.C. 13540,10.5,,,S,,81,"Catford, Kent / Detroit, MI"
Row568,2,no,"Swane, Mr. George",male,18.5,0,0,248734,13,F,F,S,,294,
Row569,2,no,"Sweet, Mr. George Frederick",male,14,0,0,220845,65,,,S,,,"Somerset / Bernardsville, NJ"
Row570,2,yes,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,,,S,9,,"Indianapolis, IN"
Row571,2,no,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,,,S,,,
Row572,2,yes,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,,,S,,,"Columbus, OH"
Row573,2,yes,"Troutt, Miss. Edwina Celia Winnie",female,27,0,0,34218,10.5,E101,E,S,16,,"Bath, England / Massachusetts"
Row574,2,no,"Turpin, Mr. William John Robert",male,29,1,0,11668,21,,,S,,,"Plymouth, England"
Row575,2,no,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27,1,0,11668,21,,,S,,,"Plymouth, England"
Row576,2,no,"Veal, Mr. James",male,40,0,0,28221,13,,,S,,,"Barre, Co Washington, VT"
Row577,2,yes,"Walcroft, Miss. Nellie",female,31,0,0,F.C.C. 13528,21,,,S,14,,"Mamaroneck, NY"
Row578,2,no,"Ware, Mr. John James",male,30,1,0,CA 31352,21,,,S,,,"Bristol, England / New Britain, CT"
Row579,2,no,"Ware, Mr. William Jeffery",male,23,1,0,28666,10.5,,,S,,,
Row580,2,yes,"Ware, Mrs. John James (Florence Louise Long)",female,31,0,0,CA 31352,21,,,S,10,,"Bristol, England / New Britain, CT"
Row581,2,no,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0,,,S,,,Belfast
Row582,2,yes,"Watt, Miss. Bertha J",female,12,0,0,C.A. 33595,15.75,,,S,9,,"Aberdeen / Portland, OR"
Row583,2,yes,"Watt, Mrs. James (Elizabeth Bessie Inglis Milne)",female,40,0,0,C.A. 33595,15.75,,,S,9,,"Aberdeen / Portland, OR"
Row584,2,yes,"Webber, Miss. Susan",female,32.5,0,0,27267,13,E101,E,S,12,,"England / Hartford, CT"
Row585,2,no,"Weisz, Mr. Leopold",male,27,1,0,228414,26,,,S,,293,"Bromsgrove, England / Montreal, PQ"
Row586,2,yes,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29,1,0,228414,26,,,S,10,,"Bromsgrove, England / Montreal, PQ"
Row587,2,yes,"Wells, Master. Ralph Lester",male,2,1,1,29103,23,,,S,14,,"Cornwall / Akron, OH"
Row588,2,yes,"Wells, Miss. Joan",female,4,1,1,29103,23,,,S,14,,"Cornwall / Akron, OH"
Row589,2,yes,"Wells, Mrs. Arthur Henry (Addie Dart Trevaskis)",female,29,0,2,29103,23,,,S,14,,"Cornwall / Akron, OH"
Row590,2,yes,"West, Miss. Barbara J",female,0.9167,1,2,C.A. 34651,27.75,,,S,10,,"Bournmouth, England"
Row591,2,yes,"West, Miss. Constance Mirium",female,5,1,2,C.A. 34651,27.75,,,S,10,,"Bournmouth, England"
Row592,2,no,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,,S,,,"Bournmouth, England"
Row593,2,yes,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,,,S,10,,"Bournmouth, England"
Row594,2,no,"Wheadon, Mr. Edward H",male,66,0,0,C.A. 24579,10.5,,,S,,,"Guernsey, England / Edgewood, RI"
Row595,2,no,"Wheeler, Mr. Edwin Frederick",male,,0,0,SC/PARIS 2159,12.875,,,S,,,
Row596,2,yes,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,,,S,9,,"London, England"
Row597,2,yes,"Williams, Mr. Charles Eugene",male,,0,0,244373,13,,,S,14,,"Harrow, England"
Row598,2,yes,"Wright, Miss. Marion",female,26,0,0,220844,13.5,,,S,9,,"Yoevil, England / Cottage Grove, OR"
Row599,2,no,"Yrois, Miss. Henriette (Mrs Harbeck)",female,24,0,0,248747,13,,,S,,,Paris
Row600,3,no,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,,,S,,,
Row601,3,no,"Abbott, Master. Eugene Joseph",male,13,0,2,C.A. 2673,20.25,,,S,,,"East Providence, RI"
Row602,3,no,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,,S,,190,"East Providence, RI"
Row603,3,yes,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,,,S,A,,"East Providence, RI"
Row604,3,yes,"Abelseth, Miss. Karen Marie",female,16,0,0,348125,7.65,,,S,16,,"Norway Los Angeles, CA"
Row605,3,yes,"Abelseth, Mr. Olaus Jorgensen",male,25,0,0,348122,7.65,F G63,F,S,A,,"Perkins County, SD"
Row606,3,yes,"Abrahamsson, Mr. Abraham August Johannes",male,20,0,0,SOTON/O2 3101284,7.925,,,S,15,,"Taalintehdas, Finland Hoboken, NJ"
Row607,3,yes,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18,0,0,2657,7.2292,,,C,C,,"Greensburg, PA"
Row608,3,no,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,,S,,72,"Asarum, Sweden Brooklyn, NY"
Row609,3,no,"Adams, Mr. John",male,26,0,0,341826,8.05,,,S,,103,"Bournemouth, England"
Row610,3,no,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40,1,0,7546,9.475,,,S,,,"Sweden Akeley, MN"
Row611,3,yes,"Aks, Master. Philip Frank",male,0.8333,0,1,392091,9.35,,,S,11,,"London, England Norfolk, VA"
Row612,3,yes,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,9.35,,,S,13,,"London, England Norfolk, VA"
Row613,3,yes,"Albimona, Mr. Nassef Cassem",male,26,0,0,2699,18.7875,,,C,15,,"Syria Fredericksburg, VA"
Row614,3,no,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,,S,,,"England Albion, NY"
Row615,3,no,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,7.925,,,S,,,"Salo, Finland Astoria, OR"
Row616,3,no,"Ali, Mr. Ahmed",male,24,0,0,SOTON/O.Q. 3101311,7.05,,,S,,,
Row617,3,no,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,,S,,79,Argentina
Row618,3,no,"Allen, Mr. William Henry",male,35,0,0,373450,8.05,,,S,,,"Lower Clapton, Middlesex or Erdington, Birmingham"
Row619,3,no,"Allum, Mr. Owen George",male,18,0,0,2223,8.3,,,S,,259,"Windsor, England New York, NY"
Row620,3,no,"Andersen, Mr. Albert Karvin",male,32,0,0,C 4001,22.525,,,S,,260,"Bergen, Norway"
Row621,3,yes,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19,1,0,350046,7.8542,,,S,16,,
Row622,3,no,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,,,S,,,"Sweden Winnipeg, MN"
Row623,3,no,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,,S,,,"Sweden Winnipeg, MN"
Row624,3,no,"Andersson, Miss. Ellis Anna Maria",female,2,4,2,347082,31.275,,,S,,,"Sweden Winnipeg, MN"
Row625,3,yes,"Andersson, Miss. Erna Alexandra",female,17,4,2,3101281,7.925,,,S,D,,"Ruotsinphyhtaa, Finland New York, NY"
Row626,3,no,"Andersson, Miss. Ida Augusta Margareta",female,38,4,2,347091,7.775,,,S,,,"Vadsbro, Sweden Ministee, MI"
Row627,3,no,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,,S,,,"Sweden Winnipeg, MN"
Row628,3,no,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,,,S,,,"Sweden Winnipeg, MN"
Row629,3,no,"Andersson, Mr. Anders Johan",male,39,1,5,347082,31.275,,,S,,,"Sweden Winnipeg, MN"
Row630,3,yes,"Andersson, Mr. August Edvard (Wennerstrom)",male,27,0,0,350043,7.7958,,,S,A,,
Row631,3,no,"Andersson, Mr. Johan Samuel",male,26,0,0,347075,7.775,,,S,,,"Hartford, CT"
Row632,3,no,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,,,S,,,"Sweden Winnipeg, MN"
Row633,3,no,"Andreasson, Mr. Paul Edvin",male,20,0,0,347466,7.8542,,,S,,,"Sweden Chicago, IL"
Row634,3,no,"Angheloff, Mr. Minko",male,26,0,0,349202,7.8958,,,S,,,"Bulgaria Chicago, IL"
Row635,3,no,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,,,S,,,"Altdorf, Switzerland"
Row636,3,no,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18,1,0,349237,17.8,,,S,,,"Altdorf, Switzerland"
Row637,3,no,"Aronsson, Mr. Ernst Axel Algot",male,24,0,0,349911,7.775,,,S,,,"Sweden Joliet, IL"
Row638,3,no,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,,S,,,
Row639,3,no,"Asplund, Master. Carl Edgar",male,5,4,2,347077,31.3875,,,S,,,"Sweden  Worcester, MA"
Row640,3,no,"Asplund, Master. Clarence Gustaf Hugo",male,9,4,2,347077,31.3875,,,S,,,"Sweden Worcester, MA"
Row641,3,yes,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,,,S,15,,"Sweden Worcester, MA"
Row642,3,no,"Asplund, Master. Filip Oscar",male,13,4,2,347077,31.3875,,,S,,,"Sweden Worcester, MA"
Row643,3,yes,"Asplund, Miss. Lillian Gertrud",female,5,4,2,347077,31.3875,,,S,15,,"Sweden Worcester, MA"
Row644,3,no,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40,1,5,347077,31.3875,,,S,,142,"Sweden  Worcester, MA"
Row645,3,yes,"Asplund, Mr. Johan Charles",male,23,0,0,350054,7.7958,,,S,13,,"Oskarshamn, Sweden Minneapolis, MN"
Row646,3,yes,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38,1,5,347077,31.3875,,,S,15,,"Sweden  Worcester, MA"
Row647,3,yes,"Assaf Khalil, Mrs. Mariana (Miriam)",female,45,0,0,2696,7.225,,,C,C,,"Ottawa, ON"
Row648,3,no,"Assaf, Mr. Gerios",male,21,0,0,2692,7.225,,,C,,,"Ottawa, ON"
Row649,3,no,"Assam, Mr. Ali",male,23,0,0,SOTON/O.Q. 3101309,7.05,,,S,,,
Row650,3,no,"Attalah, Miss. Malake",female,17,0,0,2627,14.4583,,,C,,,
Row651,3,no,"Attalah, Mr. Sleiman",male,30,0,0,2694,7.225,,,C,,,"Ottawa, ON"
